Company_Brand,Sector,Stage,BIO,Year,HeadQuarter,Amount($)
True Elements,Health Care,Seed,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,2018,Pune,50000000.0
Trendlyne Technologies,Financial Services,Seed,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,2018,Bangalore,200000.0
Planys Technologies,"Manufacturing, Oil and Gas, Robotics",Series,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018,Chennai,140200000.0
HealthPlix,Health Care,Series,HealthPlix is a healthtech startup,2018,Bangalore,3000000.0
dishq,—,Seed,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018,Bengaluru,400000.0
Entropik Technology,Artificial intelligence,Seed,The boundaries between Human and Machines are shrinking fast.,2018,Bengaluru,1100000.0
myHQ,"Collaboration, Communities, Coworking, Sharing Economy",Series,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,2018,Delhi,500000.0
Trell,—,Seed,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018,Bangalore,1250000.0
Kidovators (by GyanLab),Technology,Seed,Building future human capital through 21st Century Skills programs for K-12,2018,Bangalore,180000.0
Log 9 Materials,Nanotechnology,Seed,Log 9 Materials is a nano-materials manufacturing and RnD startup,2018,Andhra Pradesh,30000000.0
VTION,Internet Services,Seed,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,2018,Gurgaon,19200000.0
HousingMan.com,—,Seed,"New Apartments, Flats for Sale in Bangalore",2018,Bengaluru,103000000.0
Steradian Semiconductors,—,Seed,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,2018,Bangalore,
RupeeCircle,Financial Services,Seed,RupeeCircle is a new age finance company.,2018,Mumbai,40000000.0
Wooden Street,E-Commerce,Series,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,2018,Jaipur,1000000.0
The Ken,Digital Media,Series,The Ken is India’s first subscriptions-only business news site,2018,Bengaluru,1500000.0
SaffronStays,—,Seed,SaffronStays connects travellers to India's Incredible hosts.,2018,Mumbai,2000000.0
Vebbler,"File Sharing, Personalization, Social Media",Seed,A personal network for close people,2018,Bengaluru,
Foyr,Home,Series,"Foyr.com is India's first online, automated interior designer",2018,Pune,4200000.0
MEngage,Health Care,Seed,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,2018,Jaipur,175000.0
Inner Being Wellness,—,Angel,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",2018,Hyderabad,35000000.0
Kobster,E-Commerce,Seed,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,2018,Chennai,
Wishberry,Financial Services,Series,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,2018,Mumbai,100000000.0
McXtra,Financial Services,Seed,McXtra is a digital insurance broking startup.,2018,Andheri,1300000.0
Magic Crate,Education,Seed,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",2018,Bangalore,
SmartVizX,Technology,Seed,It is a Virtual Reality Solutions StartUp,2018,Noida,1450000.0
MySEODoc,—,Seed,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",2018,Delhi,
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,—,Seed,Digital Marketing Agency,2018,Pune,200000.0
Scale Labs,—,Seed,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,2018,Delhi,1000000.0
HungerBox,"B2B, Food and Beverage, Food Delivery",Series,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,2018,Bengaluru,4500000.0
Biryani By Kilo,"Catering, Food and Beverage, Food Delivery, Food Processing",Seed,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,2018,Noida,1000000.0
Wholesome Habits (EAT Anytime),"Food and Beverage, Snack Food",Seed,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,2018,Mumbai,500000.0
GoBumpr,E-Commerce,Seed,Car Service and Bike Service Mobile App,2018,Mylapore,600000.0
Fixpocket,Marketing Services,Seed,Fixpocket is a internet-based startup.,2018,Ahmedabad,250000.0
edureka!,Education,Series,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2018,Bangalore,2000000.0
Hashtag Loyalty Private Limited,Marketing Services,Seed,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,2018,Mumbai,
Wow Express,Technology,Series,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",2018,Mumbai,4500000.0
ZunRoof,"Environmental Consulting, Renewable Energy",Angel,ZunRoof is a rooftop focused solar startup.,2018,Gurgaon,16600000.0
Eggoz,"Food and Beverage, Food Processing",Angel,Eggoz is a full-stack layer poultry business operator & service provider .,2018,Indore,12000000.0
Sqrrl Fintech,Financial Services,Seed,Personal Finance,2018,Gurgaon,1000000.0
GalaxyCard,Financial Services,Seed,GalaxyCard is a mobile based Instant credit card.,2018,Noida,
IndiQube,"Commercial Real Estate, Coworking, Office Administration, Real Estate",Series,IndiQube is a provider of co-working spaces based in Bengaluru.,2018,Bengaluru,15000000.0
EGK Foods,"Food and Beverage, Food Processing, Organic Food, Snack Food",Seed,A food processing enterprise registered with StartUp India .,2018,Mumbai,20000000.0
NirogStreet,Health Care,Seed,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2018,Gurgaon,300000.0
Pixr8,"Digital Media, Incubators, Social Entrepreneurship",Seed,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,2018,Ghaziabad,50000.0
Nivesh.com,Financial Services,Seed,Nivesh.com is a mass market mutual funds investment platform.,2018,Noida,30000000.0
Theranosis Life Sciences,Health Care,Seed,A fully functioning cell culture facility and molecular biology setup.,2018,Hyderabad,
Poshmiles Online Solutions Private Limited,Travel,Seed,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,2018,Bengaluru,
Reculta,Education,Seed,A campus recruitment solution provider.,2018,Noida,
Orbo.ai,Internet Services,Seed,Orbo is a computer vision and deep facial technology company.,2018,Mumbai,
Inntot Technologies,Consumer Electronics,Seed,"Inntot Technologies, is a technology driven company.",2018,Kochi,
Zoctr Health,Health Care,Seed,Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company,2018,Mumbai,
Hey Deedee,"Delivery Service, Logistics, Service Industry",Seed,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,2018,Mumbai,33000000.0
DigiConnectt Technologys,Technology,Seed,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,2018,Bengaluru,125000.0
Locus.sh,Technology,Series,Locus is an intelligent logistics automation platform.,2018,Bangalore,4000000.0
Sports Flashes Pvt. Ltd,Health Care,Seed,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",2018,Delhi,1000000.0
Inc42,"Media and Entertainment, News, Publishing",Seed,Inc42 is one of the leading tech media publications of India.,2018,Delhi,
Picxy,Internet Services,Seed,"A stock photo startup based in Amravati, Andhra Pradesh.",2018,Guntur,130000.0
Huddle,Consulting,Seed,A coworking incubator Company.,2018,Haryana,300000.0
Benepik,Human Resources,Seed,HR Technology start-up.,2018,Gurgaon,
Cash Suvidha,Financial Services,Seed,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,2018,Delhi,1000000.0
Smartcoin,Financial Services,Seed,Providing financial access to the millions of mobile users in India using alternative credit assessment,2018,Bangalore,2000000.0
Carmel Organics,Agriculture,Series,"Carmel Organics is an India-based herb company engaged in sourcing, processing, and distributing herbal tea ingredients.",2018,Indore,
Roadcast,—,Angel,Transforming the way businesses deliver. Work-force & fleet mobility tools.,2018,Delhi,250000.0
Printline Media(ThePrint),"Digital Media, News, Publishing",Seed,A digital news platform.,2018,Delhi,34900000.0
Creditas Solutions,Financial Services,Seed,Creditas was set-up in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers.,2018,Gurgaon,
UrbanPiper,Technology,Seed,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,2018,Bengaluru,
Doxper,Health Care,Seed,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,2018,Mumbai,72000000.0
i2ifunding,Financial Services,Angel,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,2018,Noida,50000000.0
ShakeDeal,E-Commerce,Seed,Home of B2B Commerce,2018,Bangalore,
HelloVerify,"Fraud Detection, Information Services, Security",Seed,HelloVerify is an online background check platform.,2018,Noida,
Fasal,Artificial intelligence,Seed,Climate Smart Precision Agriculture Platform,2018,Bengaluru,120000.0
CoinGeto,"Cryptocurrency, Trading Platform",Seed,CoinGeto is one of India’s most advanced digital assets exchange.,2018,Delhi,120000000.0
Avail Finance,Financial Services,Series,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2018,Bangalore,17200000.0
Tripeur,Technology,Seed,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,2018,Bengaluru,600000.0
Wedeterna,Wedding,Angel,"Wedeterna is a new-age, personalised and fresh approach to arranged marriages, DIY matrimonial community with only self created profiles.",2018,Bangalore,
Stumagz,Digital Media,Seed,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult.,2018,Hyderabad,
Doubtnut,Education,Seed,Gurgaon based E-learning platform.,2018,Gurgaon,35000000.0
MCaffeine,Consumer Goods,Seed,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,2018,Mumbai,32000000.0
TrustCheckr,Technology,Angel,A Bengaluru-based fraud analytics solution provider .,2018,Bengaluru,100000.0
HealthAssure,Health Care,Seed,HealthAssure provides access to Discounted & High Quality primary care medical network.,2018,Mumbai,1000000.0
Picture TIme,Digital Entertainment,Seed,Operator of low-cost mobile cinema theatres in rural areas.,2018,Delhi,250000000.0
1Crowd,Financial Services,Angel,Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian start-ups and early stage ventures,2018,Mumbai,3500000.0
Aarav Unmanned Systems,"Delivery, Drones, Geospatial, Robotics",Seed,Professional Drones for Enterprise Applications,2018,Bangalore,
Wellthy Therapeutics Pvt Ltd,Health Care,Seed,"Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",2018,Mumbai,135000000.0
Nua,Consumer Goods,Seed,Nua is an e-commerce and feminine care brand platform focused on creating women care products.,2018,Mumbai,
Kuvera.in,Financial Services,Angel,An online platform for mutual fund investments.,2018,Bangalore,250000.0
Livehealth,Health Care,Seed,Livehealth is an end-to-end collaborative report management solution. We help you get your medical reports instantly from various health,2018,Pune,1100000.0
Gramophone,Agriculture,Seed,An agricultural inputs startup Company.,2018,Indore,1000000.0
Ora,"Business Travel, Hospitality, Hotel, Marketplace, Tourism, Travel Accommodations",Seed,Ora is an online marketplace of unique accommodations. Awarded as among top 3000 startups in India by IIM Kolkata.,2018,Kolkata,
Buddy4Study.com,Education,Series,Buddy4Study is the best scholarship search engine for Indian students. It also helps organizations to set up their own scholarship schemes.,2018,Noida,3000000.0
